ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001104659-22-090863	021-452319               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-090862	021-152633               	15-AUG-2022		X0708	D/A	LIVE		
0001942839-22-000002	021-455956               	15-AUG-2022		X0708	D	LIVE		
0001942836-22-000002	021-455955               	15-AUG-2022		X0708	D	LIVE		
0001942842-22-000002	021-455954               	15-AUG-2022		X0708	D	LIVE		
0001942838-22-000002	021-455953               	15-AUG-2022		X0708	D	LIVE		
0001942841-22-000002	021-455952               	15-AUG-2022		X0708	D	LIVE		
0001942837-22-000002	021-455951               	15-AUG-2022		X0708	D	LIVE		
0001941176-22-000001	021-455950               	15-AUG-2022		X0708	D	LIVE		
0001942840-22-000002	021-455949               	15-AUG-2022		X0708	D	LIVE		
0000845030-22-000001	021-455948               	15-AUG-2022	6022	X0708	D	LIVE		
0001567619-22-016024	021-455947               	15-AUG-2022		X0708	D	LIVE		
0001493152-22-022657	021-455946               	15-AUG-2022		X0708	D	LIVE		
0001493152-22-022655	021-455945               	15-AUG-2022		X0708	D	LIVE		
0000892251-22-000013	021-455944               	15-AUG-2022		X0708	D	LIVE		
0001942136-22-000002	021-455943               	15-AUG-2022		X0708	D	LIVE		
0001684624-22-000002	021-439958               	15-AUG-2022		X0708	D/A	LIVE		
0001933986-22-000001	021-455942               	15-AUG-2022		X0708	D	LIVE		
0001942086-22-000002	021-455941               	15-AUG-2022		X0708	D	LIVE		
0000932440-22-000049	021-447300               	15-AUG-2022		X0708	D/A	LIVE		
0001942435-22-000002	021-455940               	15-AUG-2022		X0708	D	LIVE		
0001941919-22-000001	021-455939               	15-AUG-2022		X0708	D	LIVE		
0001315863-22-000561	021-373782               	15-AUG-2022		X0708	D/A	LIVE		
0001787953-22-000002	021-455938               	15-AUG-2022		X0708	D	LIVE		
0001315863-22-000560	021-455937               	15-AUG-2022		X0708	D	LIVE		
0001651132-22-000004	021-245953               	15-AUG-2022		X0708	D/A	LIVE		
0001934296-22-000001	021-455936               	15-AUG-2022		X0708	D	LIVE		
0001627499-22-000002	021-455935               	15-AUG-2022	8071	X0708	D	LIVE		
0001942298-22-000002	021-455934               	15-AUG-2022		X0708	D	LIVE		
0001942298-22-000001	021-455933               	15-AUG-2022		X0708	D	LIVE		
0001213900-22-047697	021-455932               	15-AUG-2022		X0708	D	LIVE		
0001937729-22-000002	021-452368               	15-AUG-2022		X0708	D/A	LIVE		
0001942588-22-000001	021-455931               	15-AUG-2022		X0708	D	LIVE		
0001942679-22-000001	021-455930               	15-AUG-2022		X0708	D	LIVE		
0001942486-22-000001	021-455929               	15-AUG-2022		X0708	D	LIVE		
0001493152-22-022505	021-455928               	15-AUG-2022		X0708	D	LIVE		
0001493152-22-022500	021-455927               	15-AUG-2022	4812	X0708	D	LIVE		
0001707876-22-000001	021-455925               	15-AUG-2022		X0708	D	LIVE		
0001932769-22-000002	021-448847               	15-AUG-2022		X0708	D/A	LIVE		
0001942730-22-000001	021-455923               	15-AUG-2022		X0708	D	LIVE		
0001880139-22-000005	021-455829               	15-AUG-2022		X0708	D/A	LIVE		
0001880139-22-000006	021-455832               	15-AUG-2022		X0708	D/A	LIVE		
0001942754-22-000001	021-455915               	15-AUG-2022		X0708	D	LIVE		
0001942764-22-000002	021-455919               	15-AUG-2022		X0708	D	LIVE		
0001932769-22-000003	021-448869               	15-AUG-2022		X0708	D/A	LIVE		
0001942081-22-000006	021-455926               	15-AUG-2022		X0708	D	LIVE		
0001940956-22-000001	021-455920               	15-AUG-2022		X0708	D	LIVE		
0001852396-22-000001	021-393271               	15-AUG-2022		X0708	D/A	LIVE		
0001493152-22-022444	021-455917               	15-AUG-2022	2834	X0708	D	LIVE		
0001942748-22-000001	021-455921               	15-AUG-2022		X0708	D	LIVE		
0001942314-22-000003	021-455924               	15-AUG-2022		X0708	D	LIVE		
0000902664-22-003940	021-455922               	15-AUG-2022		X0708	D	LIVE		
0001942764-22-000001	021-455918               	15-AUG-2022		X0708	D	LIVE		
0001942605-22-000001	021-455916               	15-AUG-2022		X0708	D	LIVE		
0001939550-22-000002	021-129832               	12-AUG-2022		X0708	D/A	LIVE		
0001942765-22-000001	021-455914               	12-AUG-2022		X0708	D	LIVE		
0001939268-22-000003	021-455913               	12-AUG-2022		X0708	D	LIVE		
0001938063-22-000001	021-455912               	12-AUG-2022		X0708	D	LIVE		
0001638764-22-000003	021-455911               	12-AUG-2022		X0708	D	LIVE		
0001942602-22-000001	021-455910               	12-AUG-2022		X0708	D	LIVE		
0001940968-22-000001	021-455909               	12-AUG-2022		X0708	D	LIVE		
0001942492-22-000001	021-455908               	12-AUG-2022		X0708	D	LIVE		
0001939743-22-000001	021-455907               	12-AUG-2022		X0708	D	LIVE		
0001654954-22-011209	021-410008               	12-AUG-2022		X0708	D/A	LIVE		
0001578563-22-000027	021-184385               	12-AUG-2022		X0708	D/A	LIVE		
0001820391-22-000001	021-372920               	12-AUG-2022		X0708	D/A	LIVE		
0001567619-22-015862	021-455906               	12-AUG-2022		X0708	D	LIVE		
0001941915-22-000002	021-455905               	12-AUG-2022		X0708	D	LIVE		
0001939268-22-000002	021-455904               	12-AUG-2022		X0708	D	LIVE		
0001940262-22-000001	021-455903               	12-AUG-2022		X0708	D	LIVE		
0001936701-22-000001	021-455902               	12-AUG-2022		X0708	D	LIVE		
0001813741-22-000001	021-455901               	12-AUG-2022		X0708	D	LIVE		
0001942471-22-000001	021-455900               	12-AUG-2022		X0708	D	LIVE		
0001942721-22-000001	021-455899               	12-AUG-2022		X0708	D	LIVE		
0001567619-22-015852	021-455898               	12-AUG-2022		X0708	D	LIVE		
0001935611-22-000001	021-455897               	12-AUG-2022		X0708	D	LIVE		
0001567619-22-015850	021-455896               	12-AUG-2022		X0708	D	LIVE		
0001567619-22-015848	021-455895               	12-AUG-2022		X0708	D	LIVE		
0000897069-22-000490	021-455894               	12-AUG-2022		X0708	D	LIVE		
0001942715-22-000001	021-455893               	12-AUG-2022		X0708	D	LIVE		
0001942468-22-000001	021-455892               	12-AUG-2022		X0708	D	LIVE		
0001940940-22-000002	021-455891               	12-AUG-2022		X0708	D	LIVE		
0001941702-22-000002	021-292544               	12-AUG-2022		X0708	D/A	LIVE		
0001940940-22-000001	021-455890               	12-AUG-2022		X0708	D	LIVE		
0001939260-22-000001	021-455889               	12-AUG-2022		X0708	D	LIVE		
0001687915-22-000003	021-455260               	12-AUG-2022		X0708	D/A	LIVE		
0001931491-22-000005	021-455878               	12-AUG-2022		X0708	D/A	LIVE		
0001939268-22-000001	021-455888               	12-AUG-2022		X0708	D	LIVE		
0001941702-22-000001	021-455887               	12-AUG-2022		X0708	D	LIVE		
0000897069-22-000489	021-455886               	12-AUG-2022		X0708	D	LIVE		
0001750311-22-000001	021-319323               	12-AUG-2022		X0708	D/A	LIVE		
0001942504-22-000002	021-455885               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000645	021-455884               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000644	021-455883               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000643	021-455882               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000642	021-455881               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000641	021-455880               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000640	021-455879               	12-AUG-2022		X0708	D	LIVE		
0001931491-22-000004	021-455878               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000639	021-455877               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000638	021-455876               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000637	021-455875               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000636	021-455874               	12-AUG-2022		X0708	D	LIVE		
0001553997-22-000041	021-455873               	12-AUG-2022	7372	X0708	D	LIVE		
0000899140-22-000635	021-455872               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000634	021-455871               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000633	021-455870               	12-AUG-2022		X0708	D	LIVE		
0001829167-22-000001	021-455869               	12-AUG-2022		X0708	D	LIVE		
0000899140-22-000632	021-455868               	12-AUG-2022		X0708	D	LIVE		
0000950138-22-000190	021-455867               	12-AUG-2022		X0708	D	LIVE		
0001942472-22-000001	021-455866               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003929	021-455865               	12-AUG-2022		X0708	D	LIVE		
0001785103-22-000001	021-455864               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003928	021-455863               	12-AUG-2022		X0708	D	LIVE		
0001928954-22-000001	021-455862               	12-AUG-2022		X0708	D	LIVE		
0001899147-22-000001	021-427012               	12-AUG-2022		X0708	D/A	LIVE		
0001783428-22-000001	021-455861               	12-AUG-2022		X0708	D	LIVE		
0001878968-22-000001	021-410558               	12-AUG-2022		X0708	D/A	LIVE		
0001941105-22-000001	021-455860               	12-AUG-2022		X0708	D	LIVE		
0001940526-22-000001	021-455859               	12-AUG-2022		X0708	D	LIVE		
0001942412-22-000001	021-455857               	12-AUG-2022		X0708	D	LIVE		
0001493152-22-022312	021-455858               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003927	021-409766               	12-AUG-2022		X0708	D/A	LIVE		
0000902664-22-003926	021-409768               	12-AUG-2022		X0708	D/A	LIVE		
0001878304-22-000001	021-410554               	12-AUG-2022		X0708	D/A	LIVE		
0001940989-22-000003	021-455664               	12-AUG-2022		X0708	D/A	LIVE		
0001942637-22-000001	021-455856               	12-AUG-2022		X0708	D	LIVE		
0001931523-22-000001	021-455855               	12-AUG-2022		X0708	D	LIVE		
0001861688-22-000001	021-410552               	12-AUG-2022		X0708	D/A	LIVE		
0001012975-22-000347	021-442471               	12-AUG-2022		X0708	D/A	LIVE		
0000902664-22-003925	021-131235               	12-AUG-2022		X0708	D/A	LIVE		
0001528238-22-000001	021-410232               	12-AUG-2022		X0708	D/A	LIVE		
0001942726-22-000001	021-455854               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003924	021-140652               	12-AUG-2022		X0708	D/A	LIVE		
0001939123-22-000001	021-455853               	12-AUG-2022		X0708	D	LIVE		
0001942065-22-000001	021-455852               	12-AUG-2022		X0708	D	LIVE		
0001012975-22-000346	021-442470               	12-AUG-2022		X0708	D/A	LIVE		
0001760206-22-000001	021-335984               	12-AUG-2022		X0708	D/A	LIVE		
0001941970-22-000001	021-455851               	12-AUG-2022		X0708	D	LIVE		
0001923195-22-000002	021-455850               	12-AUG-2022		X0708	D	LIVE		
0001942105-22-000004	021-455849               	12-AUG-2022		X0708	D	LIVE		
0001940989-22-000002	021-455664               	12-AUG-2022		X0708	D/A	LIVE		
0001528239-22-000001	021-410230               	12-AUG-2022		X0708	D/A	LIVE		
0000945621-22-000303	021-455848               	12-AUG-2022		X0708	D	LIVE		
0001104659-22-089971	021-455847               	12-AUG-2022		X0708	D	LIVE		
0001942105-22-000003	021-455846               	12-AUG-2022		X0708	D	LIVE		
0001941780-22-000001	021-455845               	12-AUG-2022		X0708	D	LIVE		
0001942246-22-000001	021-455844               	12-AUG-2022		X0708	D	LIVE		
0001942540-22-000001	021-455843               	12-AUG-2022		X0708	D	LIVE		
0001930919-22-000002	021-455842               	12-AUG-2022		X0708	D	LIVE		
0001911865-22-000010	021-437097               	12-AUG-2022		X0708	D/A	LIVE		
0001818147-22-000001	021-374006               	12-AUG-2022		X0708	D/A	LIVE		
0001938464-22-000001	021-455841               	12-AUG-2022		X0708	D	LIVE		
0001775193-22-000002	021-455840               	12-AUG-2022		X0708	D	LIVE		
0001942684-22-000001	021-455839               	12-AUG-2022		X0708	D	LIVE		
0001942033-22-000002	021-455838               	12-AUG-2022		X0708	D	LIVE		
0001942671-22-000001	021-455837               	12-AUG-2022		X0708	D	LIVE		
0001942172-22-000001	021-455836               	12-AUG-2022		X0708	D	LIVE		
0001941395-22-000001	021-455835               	12-AUG-2022		X0708	D	LIVE		
0001080368-22-000036	021-455834               	12-AUG-2022		X0708	D	LIVE		
0001939639-22-000001	021-455833               	12-AUG-2022		X0708	D	LIVE		
0001880139-22-000003	021-455832               	12-AUG-2022		X0708	D	LIVE		
0001437749-22-020299	021-455831               	12-AUG-2022		X0708	D	LIVE		
0001942693-22-000001	021-455830               	12-AUG-2022		X0708	D	LIVE		
0001880139-22-000002	021-455829               	12-AUG-2022		X0708	D	LIVE		
0001699708-22-000001	021-455828               	12-AUG-2022		X0708	D	LIVE		
0001683168-22-005607	021-455827               	12-AUG-2022		X0708	D	LIVE		
0001941056-22-000001	021-455826               	12-AUG-2022		X0708	D	LIVE		
0001437749-22-020297	021-455825               	12-AUG-2022		X0708	D	LIVE		
0001852198-22-000004	021-393560               	12-AUG-2022		X0708	D/A	LIVE		
0000897069-22-000488	021-455824               	12-AUG-2022		X0708	D	LIVE		
0001873719-22-000002	021-406922               	12-AUG-2022		X0708	D/A	LIVE		
0001942587-22-000001	021-455823               	12-AUG-2022		X0708	D	LIVE		
0001942455-22-000001	021-455822               	12-AUG-2022		X0708	D	LIVE		
0001931665-22-000001	021-455821               	12-AUG-2022		X0708	D	LIVE		
0001912186-22-000002	021-434322               	12-AUG-2022		X0708	D/A	LIVE		
0001942247-22-000001	021-455820               	12-AUG-2022		X0708	D	LIVE		
0001941478-22-000001	021-455819               	12-AUG-2022		X0708	D	LIVE		
0001928374-22-000001	021-455818               	12-AUG-2022		X0708	D	LIVE		
0001731731-22-000005	021-455817               	12-AUG-2022		X0708	D	LIVE		
0001927419-22-000001	021-455816               	12-AUG-2022		X0708	D	LIVE		
0001942427-22-000001	021-455815               	12-AUG-2022		X0708	D	LIVE		
0001742394-22-000001	021-318857               	12-AUG-2022		X0708	D/A	LIVE		
0001934421-22-000001	021-455814               	12-AUG-2022		X0708	D	LIVE		
0001934633-22-000001	021-455813               	12-AUG-2022		X0708	D	LIVE		
0001942663-22-000002	021-455812               	12-AUG-2022		X0708	D	LIVE		
0000947871-22-000882	021-409875               	12-AUG-2022		X0708	D/A	LIVE		
0001942651-22-000002	021-455811               	12-AUG-2022		X0708	D	LIVE		
0001942672-22-000002	021-455810               	12-AUG-2022		X0708	D	LIVE		
0001942659-22-000002	021-455809               	12-AUG-2022		X0708	D	LIVE		
0001868589-22-000001	021-407292               	12-AUG-2022		X0708	D/A	LIVE		
0000902664-22-003918	021-182780               	12-AUG-2022		X0708	D/A	LIVE		
0001942662-22-000002	021-455808               	12-AUG-2022		X0708	D	LIVE		
0001941456-22-000001	021-455807               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003917	021-164591               	12-AUG-2022		X0708	D/A	LIVE		
0001898354-22-000001	021-455806               	12-AUG-2022		X0708	D	LIVE		
0001942666-22-000002	021-455805               	12-AUG-2022		X0708	D	LIVE		
0001942667-22-000002	021-455804               	12-AUG-2022		X0708	D	LIVE		
0001926454-22-000002	021-444122               	12-AUG-2022		X0708	D/A	LIVE		
0001926693-22-000002	021-444934               	12-AUG-2022		X0708	D/A	LIVE		
0001942669-22-000002	021-455803               	12-AUG-2022		X0708	D	LIVE		
0001942668-22-000002	021-455802               	12-AUG-2022		X0708	D	LIVE		
0001942665-22-000002	021-455801               	12-AUG-2022		X0708	D	LIVE		
0001926695-22-000002	021-444930               	12-AUG-2022		X0708	D/A	LIVE		
0001942661-22-000002	021-455800               	12-AUG-2022		X0708	D	LIVE		
0001942660-22-000002	021-455799               	12-AUG-2022		X0708	D	LIVE		
0001942664-22-000002	021-455798               	12-AUG-2022		X0708	D	LIVE		
0001942652-22-000002	021-455797               	12-AUG-2022		X0708	D	LIVE		
0001926691-22-000003	021-444939               	12-AUG-2022		X0708	D/A	LIVE		
0001942653-22-000002	021-455796               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003916	021-268913               	12-AUG-2022		X0708	D/A	LIVE		
0001942601-22-000002	021-455795               	12-AUG-2022		X0708	D	LIVE		
0000900440-22-000091	021-455794               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003914	021-319371               	12-AUG-2022		X0708	D/A	LIVE		
0001523953-22-000001	021-353054               	12-AUG-2022		X0708	D/A	LIVE		
0001942654-22-000002	021-455793               	12-AUG-2022		X0708	D	LIVE		
0001942600-22-000002	021-455792               	12-AUG-2022		X0708	D	LIVE		
0001942632-22-000002	021-455791               	12-AUG-2022		X0708	D	LIVE		
0001942630-22-000002	021-455790               	12-AUG-2022		X0708	D	LIVE		
0001942628-22-000002	021-455789               	12-AUG-2022		X0708	D	LIVE		
0001942631-22-000002	021-455788               	12-AUG-2022		X0708	D	LIVE		
0001942577-22-000002	021-455787               	12-AUG-2022		X0708	D	LIVE		
0001942629-22-000002	021-455786               	12-AUG-2022		X0708	D	LIVE		
0001820603-22-000002	021-373060               	12-AUG-2022		X0708	D/A	LIVE		
0001941596-22-000001	021-455785               	12-AUG-2022		X0708	D	LIVE		
0000902664-22-003913	021-455784               	12-AUG-2022		X0708	D	LIVE		
0000919574-22-004752	021-409924               	12-AUG-2022		X0708	D/A	LIVE		
0000902664-22-003912	021-133807               	12-AUG-2022		X0708	D/A	LIVE		
